age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
23,male,b.com,1.34,yes,6.9,average,self-study,high,moderate,31.6
19,other,bba,3.52,yes,9.9,poor,mixed,low,easy,46.3
23,other,b.sc,3.61,no,8.3,poor,self-study,low,easy,53.4
22,male,b.sc,0.15,no,8.5,poor,mixed,medium,moderate,35.8
21,other,b.com,3.24,yes,9.2,average,group study,low,easy,70
19,female,bba,1.82,yes,9.6,poor,coaching,low,easy,62.6
22,other,diploma,0.72,yes,5,average,self-study,high,moderate,64.5
24,female,b.sc,4.37,yes,9.4,average,online videos,high,easy,71.5
24,other,bba,1.9,yes,9.4,good,group study,low,hard,66
24,female,ba,1.52,no,9.3,good,online videos,medium,easy,33.6
18,other,bca,6.29,no,7.5,average,mixed,low,easy,69.8
21,other,b.com,6.48,no,4.8,average,online videos,high,easy,61.9
20,female,b.com,5.29,yes,8,average,coaching,medium,moderate,72.2
24,male,bba,1.52,yes,8.5,average,group study,medium,hard,43.1
24,male,ba,05.06,yes,4.3,average,online videos,medium,easy,57.4
23,female,bca,5.71,yes,9,good,group study,low,moderate,57.2
18,female,b.tech,1.87,yes,8.4,average,self-study,high,moderate,53.1
19,other,b.com,01.06,yes,4.8,good,mixed,high,easy,65.5
22,male,b.sc,3.47,no,5.9,average,online videos,medium,hard,37.8
22,other,b.sc,3.39,yes,8,good,group study,low,moderate,67.7
19,male,b.tech,1.23,yes,4.1,good,group study,low,moderate,54.2
18,female,b.com,1.53,yes,8.1,average,mixed,medium,moderate,48.6
18,female,b.sc,4,yes,6.8,poor,mixed,low,easy,57.6
22,female,bca,4.22,yes,8.3,average,mixed,high,hard,66.9
20,male,ba,4.3,yes,9.6,average,group study,medium,easy,47.9
20,other,bca,7.86,yes,9.7,poor,group study,medium,moderate,69.8
23,male,diploma,0.32,yes,7.8,average,self-study,low,easy,38.8
17,other,bca,6.29,yes,9.9,good,coaching,low,easy,100
23,female,b.com,2.81,yes,6,poor,self-study,medium,hard,49.4
19,other,diploma,06.02,no,9.6,average,self-study,high,moderate,59.7
24,other,b.com,5.88,yes,6.7,good,mixed,low,hard,87.7
24,other,bca,4.96,yes,9.3,poor,coaching,medium,easy,83.6
21,female,b.sc,05.05,yes,7.9,average,online videos,high,moderate,76
19,female,diploma,5.31,yes,8.6,poor,group study,high,easy,62.3
18,female,b.com,5.98,no,7.9,poor,mixed,high,moderate,86.5
18,female,bba,01.05,yes,9.4,good,online videos,medium,moderate,51.4
24,other,b.com,2.89,yes,9.3,average,group study,low,hard,49.4
18,female,b.sc,6.74,no,5,poor,online videos,medium,moderate,66.4
20,female,b.com,4.38,no,7.2,average,mixed,medium,moderate,75.3
20,male,bba,1.1,no,6.8,poor,group study,high,easy,32.7
22,male,b.tech,7.69,no,5.3,good,online videos,low,moderate,57.8
23,other,b.sc,7.9,yes,5.4,average,group study,low,moderate,88
21,other,diploma,4.1,no,9.9,poor,coaching,medium,easy,62.6
23,female,b.tech,4.27,yes,8.9,average,mixed,medium,easy,64.1
21,female,bca,2.34,no,6.4,poor,self-study,medium,moderate,52.1
20,male,b.com,4.13,no,5.2,average,online videos,low,hard,41.6
18,male,b.com,7.75,yes,6,average,online videos,low,moderate,85.2
18,other,b.com,02.04,yes,5.9,average,coaching,medium,hard,35.8
20,female,b.com,2.44,no,9.1,average,coaching,low,hard,72.8
17,male,bba,7.18,yes,5.9,good,coaching,medium,easy,87.4
19,male,bca,03.08,no,7.5,good,online videos,low,easy,27.7
20,male,b.com,7.78,yes,9.4,poor,online videos,medium,moderate,92.5
20,other,b.sc,2.8,yes,7.7,poor,online videos,low,moderate,38.1
23,female,b.tech,0.08,no,9.7,poor,mixed,low,moderate,44.2
24,male,bca,7.63,yes,4.2,poor,self-study,medium,hard,80.3
22,other,diploma,1.9,yes,9.7,good,online videos,medium,moderate,48.7
17,other,b.tech,5.55,no,9.7,poor,coaching,high,hard,84.5
20,female,bba,0.38,yes,7.1,average,online videos,medium,moderate,40.9
22,male,b.sc,5.99,yes,9.2,poor,group study,high,hard,69.9
21,male,b.sc,1.76,yes,9.6,poor,self-study,high,moderate,44.8
20,other,bca,6.4,yes,9.6,good,group study,high,moderate,100
20,female,b.sc,7.73,yes,8.1,good,mixed,medium,moderate,85.6
20,female,b.com,0.36,no,9.4,good,group study,low,moderate,48.5
21,male,b.tech,2.94,yes,5.1,average,online videos,low,moderate,59.2
18,other,diploma,5.73,no,7.3,good,mixed,low,easy,100
21,other,diploma,7.91,no,9.5,good,coaching,low,moderate,79
18,female,diploma,2.9,yes,9.9,poor,group study,high,hard,50.6
22,male,b.sc,7.91,no,9.2,average,coaching,high,moderate,97.6
23,female,b.sc,7.19,yes,4.2,poor,mixed,high,moderate,92.5
21,other,diploma,5.75,no,9.9,average,coaching,low,easy,100
20,female,bba,03.06,yes,8.7,good,coaching,medium,hard,59.5
24,male,b.sc,4.3,yes,9.8,average,self-study,low,moderate,52
22,male,b.tech,5.76,yes,8.3,average,online videos,medium,moderate,68
20,male,bca,5.49,no,4.8,good,self-study,medium,moderate,78.8
17,female,bca,2.31,no,8.9,poor,self-study,high,moderate,51
17,female,b.tech,4.46,yes,7.1,average,self-study,high,moderate,53.1
18,female,ba,6.68,yes,5.9,poor,online videos,medium,moderate,70.1
18,other,ba,3.8,yes,4.3,poor,group study,medium,easy,58.8
22,male,ba,4.53,yes,5.2,poor,online videos,high,hard,73.6
21,other,b.com,2.62,yes,5,poor,coaching,medium,easy,63
24,male,b.com,1.28,yes,4.1,poor,group study,medium,moderate,36.1
21,female,b.com,0.53,yes,6.9,poor,coaching,medium,hard,31.2
24,male,diploma,3.25,yes,5.1,poor,online videos,medium,moderate,29.1
21,female,diploma,05.05,no,6.1,poor,mixed,high,easy,57.8
19,other,b.tech,06.08,yes,8.4,good,group study,low,easy,81.3
22,male,bca,0.67,yes,5,poor,coaching,high,moderate,56.9
20,female,bba,2.55,no,5.8,good,mixed,low,easy,51.1
19,female,b.sc,6.46,yes,5.9,poor,mixed,high,easy,74.8
20,female,b.sc,0.9,yes,7.7,poor,online videos,medium,hard,48.7
22,female,bca,7.91,no,9.7,good,coaching,high,moderate,100
20,female,b.com,05.06,yes,9,good,self-study,high,moderate,81.2
22,other,b.tech,7.52,yes,5,poor,mixed,high,moderate,74.2
24,male,diploma,5.84,yes,7.5,good,group study,high,moderate,100
20,female,diploma,7.71,yes,8,good,mixed,medium,easy,82.6
19,female,b.com,5.32,yes,5.6,good,mixed,low,hard,55.7
20,other,b.com,2.14,yes,4.1,poor,online videos,high,hard,45.4
23,other,b.com,6.4,yes,7.2,good,online videos,low,hard,87
18,other,b.sc,1.81,yes,9.3,good,self-study,medium,moderate,39.9
24,male,b.tech,4.52,yes,4.5,poor,self-study,medium,moderate,52.4
20,male,b.sc,2.98,yes,6.1,good,coaching,medium,easy,63.1
23,female,b.com,6.39,yes,6,average,self-study,low,moderate,75.4
23,female,b.sc,06.08,yes,7.5,good,coaching,low,moderate,59.5
23,male,b.tech,6.91,no,5.6,poor,mixed,medium,moderate,83.3
24,other,diploma,1.98,yes,8.7,average,mixed,high,hard,67.2
18,other,diploma,7.91,yes,6.7,good,group study,low,easy,66.3
21,female,b.com,6.44,yes,8.9,average,self-study,low,moderate,60.5
17,other,bba,03.09,yes,8.3,good,group study,medium,moderate,71.9
19,female,b.tech,01.02,yes,6.9,average,mixed,medium,moderate,43.1
17,female,diploma,2.8,yes,7.4,poor,group study,low,moderate,49.2
22,other,bca,0.85,yes,7.5,poor,mixed,medium,hard,44.4
21,male,b.sc,4.92,no,8.3,average,group study,low,moderate,62
22,male,b.sc,0.9,yes,9.3,poor,online videos,low,easy,32.9
18,female,b.com,3.44,yes,9.2,average,self-study,medium,easy,80.2
19,other,b.tech,5.34,yes,8.5,good,online videos,high,easy,88.7
22,female,b.com,3.62,yes,6.3,good,online videos,low,moderate,60.1
23,female,bba,07.05,yes,8.9,poor,group study,medium,easy,87.3
24,male,bca,1.93,yes,9.8,good,online videos,medium,easy,66.7
17,female,b.tech,4.19,yes,5.9,poor,self-study,high,hard,65.6
20,male,b.com,7.31,yes,7.9,poor,mixed,medium,moderate,79.3
17,male,bca,2.83,yes,8.5,good,mixed,low,hard,70.9
23,other,diploma,3.78,no,8.6,average,coaching,low,hard,56.2
17,female,ba,7.46,yes,7.9,good,online videos,low,hard,100
23,male,bca,3.99,no,6.3,poor,online videos,high,moderate,79.2
18,male,b.sc,6.91,yes,7.7,average,group study,high,easy,96
17,female,diploma,7.52,yes,6.2,good,self-study,medium,moderate,100
24,male,ba,02.05,yes,9.6,average,online videos,high,moderate,43.3
20,female,bba,6.29,yes,9,good,coaching,high,easy,83.7
20,female,b.sc,5.23,yes,4.1,poor,self-study,high,moderate,56.6
22,other,b.sc,7.89,yes,6.2,poor,online videos,high,hard,75.6
19,female,ba,4.68,yes,7,good,coaching,high,moderate,74
22,male,ba,6.34,yes,8.4,poor,mixed,medium,moderate,62.4
20,female,bba,2.77,yes,7.6,poor,online videos,low,moderate,57
19,female,bca,4.85,yes,9.6,poor,coaching,high,hard,66.4
20,male,bca,6.23,yes,8.5,average,mixed,high,moderate,76.5
17,male,b.com,7.74,yes,7.9,good,self-study,high,moderate,100
19,male,ba,02.01,yes,8.1,good,self-study,high,moderate,48.3
21,other,b.tech,0.63,no,9.5,good,group study,low,easy,58.5
18,male,bca,7.81,yes,7,average,self-study,medium,easy,93.8
17,other,b.tech,4.82,yes,7.2,poor,self-study,high,moderate,72.7
22,female,b.tech,0.14,yes,8.8,poor,coaching,low,easy,27.7
20,other,ba,4.16,yes,5.4,good,group study,medium,easy,58.4
18,male,diploma,7.49,yes,6.9,poor,online videos,low,easy,62.3
22,female,b.com,7.88,yes,8.7,poor,self-study,low,moderate,68.1
23,male,b.sc,2.61,yes,8.5,good,group study,medium,easy,34.6
17,other,b.sc,6.26,yes,9.6,good,self-study,medium,moderate,71.4
18,female,bca,3.67,yes,8.9,average,coaching,low,moderate,52.4
19,male,bba,3.18,yes,5,good,coaching,high,moderate,83.2
22,other,ba,06.07,yes,9.3,poor,group study,medium,easy,82.6
17,other,diploma,2.16,yes,8.1,good,coaching,low,easy,59.4
23,other,b.tech,3.41,yes,5,average,online videos,low,moderate,62.9
19,other,bba,1.97,yes,6,average,self-study,medium,moderate,36
18,male,b.com,1.14,yes,4.7,average,coaching,medium,moderate,45.4
23,female,b.sc,03.03,yes,9.7,poor,mixed,medium,easy,31.3
17,other,diploma,7.67,yes,7,good,self-study,medium,moderate,76
18,female,diploma,3.35,yes,7.2,average,mixed,high,easy,64.6
24,female,bca,5.47,yes,4.7,good,mixed,low,moderate,58.6
21,other,b.sc,2.28,yes,6.8,good,online videos,high,easy,75.7
20,female,bca,6.92,yes,9.2,poor,online videos,high,moderate,90.1
22,male,b.com,5,yes,8.9,good,mixed,low,moderate,88.8
22,male,b.com,7.6,yes,8.7,good,self-study,low,moderate,89.9
21,other,b.sc,2.61,yes,8.3,poor,coaching,medium,moderate,69
17,male,bba,4.3,yes,8.7,good,self-study,medium,hard,55.5
21,female,diploma,1.53,no,9,poor,self-study,high,hard,62.1
19,female,b.sc,01.09,no,7.9,average,online videos,low,hard,49.3
23,female,ba,4.68,yes,4.9,good,self-study,low,moderate,52.2
21,male,bba,6.43,no,7.2,poor,mixed,medium,moderate,82.7
17,male,bba,1.6,yes,4.3,poor,coaching,medium,moderate,46
24,other,b.sc,5.62,yes,8,average,self-study,medium,easy,57.4
19,male,b.tech,5.37,yes,9.5,average,mixed,high,moderate,84.5
19,male,bca,3.86,yes,7.1,good,online videos,medium,moderate,58.3
24,other,bba,6.14,yes,5.9,average,mixed,medium,moderate,100
23,male,bba,4.75,yes,6.5,good,online videos,medium,easy,66.5
23,female,ba,7.57,yes,8.8,good,online videos,high,moderate,91
22,male,b.com,6.11,yes,7.2,good,self-study,low,moderate,56.4
24,other,b.sc,07.09,yes,9.2,poor,online videos,high,moderate,92.3
17,male,bba,2.89,yes,8.5,good,coaching,high,easy,72
21,female,bca,6.49,yes,6.2,poor,coaching,low,hard,56.7
19,female,b.com,7.91,yes,7.9,good,self-study,low,moderate,91.7
20,other,b.tech,1.31,yes,5.5,good,online videos,low,easy,39.8
18,male,b.sc,04.09,yes,5.2,average,group study,high,moderate,60.2
18,female,bba,6.9,yes,4.4,average,group study,low,easy,66.5
20,female,b.sc,3.17,yes,5.5,average,self-study,medium,moderate,70.4
24,male,bca,04.07,yes,8.8,average,group study,high,moderate,67.3
22,male,b.sc,5.98,yes,4.5,average,group study,medium,easy,76.9
19,other,ba,6.6,yes,7.9,poor,self-study,high,moderate,88.3
20,female,b.sc,1.6,yes,6.2,good,online videos,high,moderate,72.9
21,female,ba,3.13,yes,9.9,average,online videos,low,moderate,20
18,other,bba,3.16,yes,7.6,average,self-study,low,moderate,45.5
21,female,bca,1.22,yes,8.7,average,self-study,high,moderate,64.8
22,other,bca,0.73,yes,8.8,average,mixed,medium,easy,43.8
18,other,ba,5.96,yes,6.7,good,group study,high,easy,87.2
21,female,ba,6.82,yes,4.4,poor,self-study,high,moderate,75.5
22,male,b.com,7.62,yes,4.7,poor,group study,medium,moderate,58.5
21,female,diploma,7.65,yes,6.6,poor,online videos,high,moderate,100
19,male,bca,7.91,yes,7.9,poor,coaching,low,easy,91.3
21,other,diploma,0.66,yes,7.2,good,coaching,high,hard,57.9
23,male,bca,3.17,yes,8.6,poor,online videos,medium,easy,34.5
18,other,b.tech,0.66,yes,9.3,poor,group study,high,moderate,54.6
21,female,b.sc,5.42,yes,5.3,average,mixed,high,moderate,50.7
22,female,ba,7.78,yes,6.1,average,coaching,high,hard,100
19,male,b.com,0.29,yes,5.8,good,mixed,medium,hard,50.2
20,male,diploma,4.21,yes,5,good,coaching,low,easy,75.6
24,other,ba,4.27,yes,7.3,good,mixed,high,moderate,53.2
19,other,b.sc,1.31,yes,4.9,average,online videos,low,easy,33.5
21,male,bba,6.67,yes,4.2,good,self-study,low,moderate,65.9
18,male,b.com,3.16,yes,4.4,average,self-study,medium,moderate,50.3
24,male,b.tech,3.36,yes,8.5,average,self-study,low,moderate,38.1
21,other,diploma,7.7,yes,7.5,poor,self-study,high,easy,94.8
23,female,diploma,1.98,yes,9.7,good,mixed,high,moderate,57
21,male,bca,03.08,no,9.5,poor,group study,low,easy,32.9
19,male,b.com,6.16,yes,8.4,average,online videos,medium,moderate,80.5
19,male,bca,3.84,yes,9.2,good,self-study,high,easy,70.3
22,other,b.com,4.83,no,4.9,average,online videos,medium,moderate,62.5
23,other,diploma,3.82,yes,8.8,average,online videos,medium,hard,49
18,female,diploma,2.27,yes,8,good,self-study,medium,easy,59.6
23,other,b.sc,1.3,yes,9.2,poor,self-study,low,easy,37
23,male,b.com,6.8,yes,5.7,good,group study,low,moderate,90.7
17,female,bba,2.2,yes,8.5,good,online videos,high,easy,71.9
17,male,b.sc,7.91,yes,4.3,good,self-study,high,easy,76.5
22,other,bca,0.08,yes,8.4,average,coaching,low,easy,53.5
23,female,bba,07.06,yes,5.1,poor,coaching,low,moderate,91
20,other,b.sc,7.58,yes,9.7,average,online videos,low,easy,84.3
22,female,bca,0.47,yes,9.9,good,self-study,medium,hard,49.8
24,female,b.tech,05.02,no,6.5,poor,self-study,high,moderate,82.9
19,other,b.com,6.26,no,9.5,poor,group study,low,easy,86.6
18,other,b.sc,4.92,yes,5.5,poor,self-study,low,moderate,56.7
24,female,b.tech,07.04,yes,7.7,poor,mixed,medium,moderate,81.5
19,female,bca,01.06,yes,9.2,average,mixed,medium,easy,56.9
20,female,b.sc,7.59,yes,9,poor,coaching,low,easy,79.2
20,male,bba,4.4,no,6.1,average,mixed,low,easy,58.9
21,female,b.tech,2.75,yes,5.2,good,coaching,low,moderate,100
19,other,diploma,4.2,yes,5.8,poor,coaching,medium,hard,67
22,other,diploma,2.71,yes,4.1,poor,coaching,high,moderate,67.1
22,female,b.com,3.64,yes,6,average,self-study,medium,easy,46.5
18,female,ba,1.25,yes,8.3,poor,mixed,low,hard,31.2
20,other,bba,6.76,yes,6.8,good,self-study,low,hard,39.2
17,male,bba,3.12,yes,4.8,poor,mixed,high,moderate,48.4
18,male,b.tech,3.74,no,6,poor,self-study,low,easy,42.9
24,male,diploma,7.28,no,5.6,poor,self-study,medium,moderate,69.1
21,male,diploma,7.26,yes,7.5,poor,coaching,low,moderate,75.7
21,other,ba,6.3,yes,4.5,average,group study,medium,moderate,58.8
24,male,ba,0.24,yes,8.4,good,mixed,low,moderate,46.4
22,male,b.sc,7.25,yes,4.8,good,mixed,medium,moderate,87.8
23,female,bca,1.51,yes,9.8,average,self-study,high,easy,70.4
22,female,ba,3.51,no,8.7,good,coaching,medium,moderate,72.4
20,other,b.sc,7.22,yes,6.1,good,online videos,medium,hard,70
22,other,b.com,0.76,yes,5.1,poor,online videos,low,easy,35.1
19,female,b.tech,01.06,yes,7.8,good,online videos,high,hard,67.5
24,male,bca,4.61,yes,9.8,average,self-study,medium,moderate,64.4
18,male,b.tech,3.74,yes,7,poor,online videos,low,moderate,52.6
24,other,ba,3.12,yes,7,good,online videos,low,moderate,71.6
24,female,bca,6.48,yes,6.1,good,group study,low,hard,54.8
18,other,b.tech,7.16,yes,7.6,poor,self-study,high,easy,90.8
22,female,b.sc,7.91,yes,9.8,average,online videos,medium,moderate,88.2
24,other,bca,0.98,yes,6.7,average,group study,medium,hard,55.3
21,female,bca,5.41,yes,4.5,good,coaching,low,moderate,60.2
19,other,b.tech,6.97,yes,7,poor,online videos,low,easy,83.1
24,female,b.sc,1.92,no,8.6,poor,online videos,high,moderate,36.8
21,male,bba,3.84,yes,9.5,poor,online videos,medium,moderate,65.2
17,male,ba,0.08,no,8.3,good,online videos,high,hard,42.4
18,male,ba,01.08,yes,9,average,online videos,low,moderate,38
22,female,b.sc,1,yes,6.8,poor,mixed,medium,easy,34.9
20,other,ba,5.66,yes,4.6,good,mixed,low,moderate,59.5
18,female,b.tech,4.98,no,4.3,good,mixed,medium,moderate,62.6
23,other,diploma,0.31,yes,5.1,poor,mixed,high,easy,29.6
17,male,ba,4.77,yes,6.5,poor,group study,medium,moderate,62.4
18,female,b.com,0.55,no,9.1,average,online videos,medium,hard,32.9
20,female,b.com,1.62,yes,7,poor,mixed,low,moderate,38.1
17,male,b.com,7.21,yes,6.1,average,group study,medium,easy,77.6
20,female,ba,3.58,yes,6.4,poor,online videos,medium,hard,55.1
24,female,b.sc,6.25,no,9.8,average,mixed,low,moderate,61.1
24,female,bba,2.51,no,6.6,poor,coaching,low,easy,33.5
23,female,b.sc,0.89,yes,8.1,good,online videos,low,easy,44.3
19,male,b.com,7.11,yes,9.8,average,self-study,low,easy,81
17,other,diploma,1.31,yes,8,average,coaching,low,easy,55.4
23,male,ba,2.8,yes,7.3,average,self-study,medium,easy,58
19,other,diploma,5.61,yes,7.1,good,mixed,medium,easy,74.6
22,other,bba,4.73,no,7.9,poor,self-study,low,hard,59.5
17,male,bca,7.42,yes,7.4,good,online videos,medium,moderate,94.5
22,male,b.tech,7.9,yes,8.1,good,group study,high,easy,78.8
21,female,ba,1.17,yes,7.6,good,self-study,high,hard,38.5
24,other,b.com,1.81,yes,9.8,good,coaching,low,moderate,63.4
17,female,b.tech,5.11,yes,9.1,average,coaching,low,hard,88.3
20,female,b.tech,1.17,yes,4.6,poor,self-study,medium,moderate,37.8
24,other,b.sc,4.34,yes,9,good,online videos,medium,moderate,71.3
20,female,b.tech,2.98,yes,5.1,poor,self-study,medium,easy,51.4
22,other,ba,7.11,yes,5.6,good,coaching,high,moderate,99.1
18,other,b.tech,7.34,yes,5.2,good,coaching,high,easy,99.4
22,male,bca,02.07,yes,6.4,average,online videos,medium,easy,66.6
19,female,bba,0.77,yes,6.1,poor,group study,medium,easy,37.6
21,male,diploma,7.91,yes,9.4,good,group study,low,easy,84
24,male,b.tech,1.2,no,7.3,good,coaching,medium,easy,64.7
22,male,b.tech,1.39,yes,5.9,poor,coaching,high,easy,53.4
20,male,diploma,02.02,no,7.5,average,coaching,high,easy,58.9
18,male,b.com,2.73,yes,7.2,poor,online videos,low,moderate,41.1
19,other,bca,1.18,yes,9.8,good,coaching,medium,easy,58.3
23,female,b.sc,2.58,no,5.2,poor,group study,low,moderate,42.5
18,female,b.tech,0.18,yes,8.6,good,self-study,high,easy,40
22,other,ba,6.41,yes,4.4,poor,mixed,high,easy,57.9
20,other,bba,2.11,yes,6.3,poor,coaching,medium,moderate,31.5
19,female,b.tech,6.54,no,6.5,poor,coaching,medium,moderate,100
22,female,b.tech,5.18,yes,9.6,average,coaching,low,moderate,71.4
19,female,b.sc,3.84,no,4.7,average,online videos,low,hard,55.2
19,female,b.tech,7.78,yes,6.8,average,coaching,high,moderate,100
21,female,diploma,03.09,yes,5.7,average,self-study,low,moderate,31.9
23,male,diploma,1.43,yes,4.1,good,online videos,high,hard,44
23,male,b.tech,4.62,yes,4.5,average,group study,high,hard,78.3
22,male,ba,1.12,no,6.4,good,self-study,low,moderate,42.4
22,female,b.com,2.21,yes,8.7,good,coaching,low,moderate,55.8
23,other,b.tech,7.26,yes,9.8,good,online videos,low,moderate,88.7
19,female,bba,7.14,yes,7,average,self-study,high,hard,100
19,male,bca,3.73,no,9.9,poor,mixed,medium,easy,50.8
20,female,bba,3.83,yes,4.3,good,self-study,high,moderate,57.3
22,other,diploma,4.53,yes,4.1,poor,online videos,low,moderate,45.2
22,female,bba,0.67,yes,6.3,poor,self-study,medium,easy,54
18,male,ba,02.03,yes,6,good,online videos,low,easy,45
23,male,diploma,4.64,no,5.8,good,mixed,low,moderate,43.3
19,female,bba,2.57,yes,9.3,poor,coaching,low,moderate,62.1
24,other,bca,1.71,yes,7.3,average,online videos,high,moderate,45.8
22,male,bca,5.18,yes,6.3,good,mixed,high,easy,59.1
24,other,b.tech,4.53,yes,4.2,average,online videos,medium,easy,69.5
22,other,bca,2.62,yes,4.2,good,mixed,high,hard,60.1
21,male,bca,7.5,yes,4.8,good,online videos,high,moderate,78.5
18,male,ba,6.22,yes,5.5,average,group study,high,easy,53.4
20,male,ba,4.77,no,4.2,average,coaching,high,easy,88.3
23,female,bca,1.68,yes,5.1,poor,coaching,medium,moderate,26.7
20,male,b.tech,5.18,yes,4.3,poor,mixed,low,easy,71.3
17,other,ba,5.5,yes,9.3,average,coaching,low,moderate,84.7
18,male,bca,4.65,no,7.4,good,coaching,high,hard,88.7
21,female,b.sc,5.1,yes,6.5,average,group study,medium,easy,65.9
22,other,b.sc,1.3,no,6.1,poor,mixed,medium,moderate,44.6
24,male,b.tech,2.68,yes,9.3,average,self-study,low,easy,41.4
24,male,b.com,7.13,no,6.1,good,online videos,medium,easy,71.2
21,other,b.com,1.1,yes,6.4,average,coaching,low,moderate,52.9
21,male,diploma,4.72,yes,4.5,average,group study,low,easy,49.7
23,female,b.tech,7.18,yes,9.1,good,group study,medium,hard,79.9
17,male,bba,0.11,yes,5.8,good,coaching,high,moderate,42.2
21,male,b.tech,7.74,yes,8,good,group study,high,easy,67.8
20,female,bca,07.07,yes,4.5,poor,coaching,medium,hard,83.2
23,female,ba,5.72,yes,5.9,average,online videos,medium,easy,75.5
23,female,b.com,5.67,yes,4.9,good,mixed,medium,moderate,81.6
22,other,diploma,6.94,yes,8.5,poor,coaching,medium,moderate,100
22,male,bca,1.37,no,8.4,poor,mixed,low,moderate,19.599
22,female,b.tech,5.6,yes,8.4,poor,coaching,high,easy,73.7
21,male,b.sc,2.75,yes,5.3,poor,coaching,high,hard,75.2
18,other,b.sc,07.01,yes,7.6,poor,online videos,medium,moderate,78.5
19,female,bba,4.27,yes,4.6,poor,group study,low,easy,47.5
22,other,bca,6.13,yes,5.1,poor,self-study,medium,moderate,59
21,male,bba,1.34,no,9.8,good,self-study,low,hard,43.3
18,female,b.com,1.94,yes,7.1,average,coaching,high,moderate,63.6
24,male,bca,6.71,yes,7.9,good,coaching,low,moderate,81.5
24,male,bca,3.16,no,4.4,poor,coaching,low,hard,68.5
22,other,b.tech,4.22,yes,5.2,average,online videos,medium,moderate,69.2
18,other,ba,5.8,yes,9.5,poor,self-study,high,easy,68.2
24,male,bba,1.36,yes,4.4,average,mixed,high,moderate,44.8
18,female,bba,2.42,yes,7.2,average,mixed,high,hard,51.1
20,other,b.sc,2.61,yes,9,good,online videos,low,easy,42.2
23,male,b.sc,7.33,yes,9.3,poor,coaching,low,moderate,75.3
21,other,b.com,1.1,no,5.6,good,mixed,low,easy,43.8
18,male,b.com,2.97,no,4.5,average,self-study,high,easy,40.5
17,female,diploma,7.67,no,5.5,good,coaching,medium,moderate,98.5
19,other,bba,6.68,yes,7.5,poor,mixed,low,moderate,60.8
22,other,bca,5.36,yes,7.8,poor,coaching,high,hard,71.2
22,male,b.tech,4.39,yes,7.9,average,online videos,low,easy,54.8
18,male,bca,6.71,yes,6,good,coaching,high,easy,93.9
18,male,b.sc,7.57,yes,7,good,online videos,low,hard,76.6
22,female,ba,7.39,no,5.9,poor,mixed,low,hard,56.5
18,male,b.com,5.11,yes,9.3,good,coaching,low,easy,89.1
17,other,diploma,5.82,yes,4.1,poor,group study,low,hard,52.7
20,male,bba,6.2,yes,6,poor,online videos,medium,moderate,94.5
21,female,ba,6.47,yes,8.6,average,group study,medium,easy,55.8
18,other,ba,5.86,no,9.9,poor,online videos,medium,moderate,73.8
18,female,bba,1.44,no,6.2,poor,online videos,high,easy,29.9
18,female,bca,06.08,yes,6,average,coaching,low,easy,100
19,male,bba,3.12,yes,8.5,average,online videos,low,moderate,68.5
17,other,bca,1.6,yes,9.2,average,group study,low,easy,56.3
17,other,bca,0.82,yes,7.2,good,self-study,low,moderate,19.599
19,other,b.tech,1.92,yes,9,good,self-study,medium,easy,58.5
17,male,b.com,04.06,yes,9.3,good,online videos,high,moderate,57.3
19,female,diploma,1.98,yes,6,average,mixed,high,moderate,60.5
21,other,b.com,5.33,no,5.8,good,online videos,low,hard,63.2
17,other,bca,7.72,yes,4.6,average,self-study,medium,hard,80.7
21,female,ba,0.35,yes,4.8,poor,coaching,medium,moderate,45.1
21,other,b.sc,01.05,yes,7.3,average,coaching,medium,easy,56.8
21,male,b.com,1.98,yes,4.6,poor,online videos,high,easy,52.6
22,other,ba,6.43,yes,8.4,average,group study,medium,moderate,77.4
23,female,b.tech,2.17,yes,6.8,average,mixed,low,moderate,44.6
17,other,b.com,1.53,no,9.2,poor,self-study,low,easy,49.1
18,female,bba,1.22,yes,8,average,coaching,low,moderate,57.4
19,female,diploma,1.2,yes,6.2,average,online videos,low,easy,43.9
22,other,diploma,5.76,yes,5.4,poor,coaching,high,hard,83
23,other,b.com,5.66,yes,6.2,average,group study,medium,easy,69.5
24,other,bca,2.49,yes,6.7,average,self-study,low,moderate,50.3
21,male,b.com,3.6,yes,8.6,poor,online videos,low,easy,43.4
20,female,bca,05.03,yes,5.9,good,online videos,medium,hard,49.8
20,other,diploma,7.8,yes,5,average,coaching,medium,moderate,54.7
17,other,ba,5.95,yes,7.5,good,coaching,high,moderate,98.6
20,female,bba,6.42,yes,6.3,good,mixed,high,easy,68.8
21,other,diploma,7.82,yes,6.3,poor,mixed,high,easy,64.3
18,female,b.tech,03.05,yes,6.1,good,online videos,medium,moderate,50.4
23,male,b.sc,0.55,yes,7.1,good,group study,low,easy,49.5
23,other,bba,5.98,yes,6.8,good,group study,low,easy,67.9
19,female,b.sc,0.97,yes,9.6,average,mixed,medium,moderate,36.2
24,female,bca,3.51,yes,5.7,good,online videos,medium,hard,63.6
17,male,b.sc,5.91,yes,5.9,good,group study,low,moderate,56.7
24,male,b.com,4.47,yes,5.9,poor,online videos,medium,moderate,77.1
23,female,bca,2.94,yes,9.6,good,self-study,high,moderate,50.3
